Date,Open,High,Low,Close,Adj Close,Volume
2020-05-04,5.420000,5.467600,4.930000,5.290000,5.290000,19633
2020-05-05,5.530000,5.589900,5.010000,5.190000,5.190000,10647
2020-05-06,5.162200,5.162200,4.730000,4.730000,4.730000,5771
2020-05-07,4.725800,4.980000,4.666500,4.830000,4.830000,39228
2020-05-08,4.690000,5.130000,4.690000,4.940000,4.940000,45880
2020-05-11,4.790000,5.040000,4.790000,4.950000,4.950000,4490
2020-05-12,4.880000,4.880000,4.340000,4.455000,4.455000,13379
2020-05-13,4.060000,4.220000,3.470000,3.910000,3.910000,30862
2020-05-14,3.725000,4.190000,3.725000,4.190000,4.190000,9421
2020-05-15,4.190000,4.190000,4.190000,4.190000,4.190000,0
2020-05-18,4.500000,5.330000,4.385000,5.270000,5.270000,53379
2020-05-19,5.470000,5.470000,5.000000,5.290000,5.290000,34271
2020-05-20,5.000000,5.520000,4.940000,5.410000,5.410000,26725
2020-05-21,5.880000,5.880000,5.380000,5.440000,5.440000,27247
2020-05-22,5.010000,5.010000,4.550000,4.586000,4.586000,45313
2020-05-26,5.040000,5.920000,5.040000,5.680000,5.680000,29917
2020-05-27,6.060000,7.010000,6.060000,7.010000,7.010000,34085
2020-05-28,7.320000,8.190000,7.320000,7.740000,7.740000,32214
2020-05-29,7.260000,7.800000,7.260000,7.750000,7.750000,21525
2020-06-01,7.310100,8.435000,7.010000,7.995000,7.995000,65265
2020-06-02,8.000000,8.200000,7.870000,8.040000,8.040000,16587
2020-06-03,8.200000,8.910000,7.950000,8.490000,8.490000,34253
2020-06-04,7.900000,10.450000,7.900000,10.100000,10.100000,163987
2020-06-05,10.500000,11.720000,10.260000,11.140000,11.140000,47016
2020-06-08,11.300000,12.350000,11.300000,12.340000,12.340000,66644
2020-06-09,12.000000,12.310000,11.450000,11.850000,11.850000,46031
2020-06-10,11.720000,11.989900,10.735000,11.360000,11.360000,38549
2020-06-11,10.470000,10.470000,8.618600,9.750000,9.750000,39166
2020-06-12,10.050000,10.334600,8.920000,9.050000,9.050000,18630
2020-06-15,8.409000,8.885000,8.409000,8.810000,8.810000,11279
2020-06-16,9.500000,9.700000,8.974300,9.670000,9.670000,21819
2020-06-17,9.720000,10.320000,9.500000,10.170000,10.170000,11561
2020-06-18,9.710000,10.287500,8.909300,9.930000,9.930000,27559
2020-06-19,9.000000,9.700000,7.840000,8.020000,8.020000,71719
2020-06-22,8.500000,8.500000,8.100000,8.150000,8.150000,8476
2020-06-23,8.580000,8.580000,8.030000,8.050000,8.050000,5550
2020-06-24,8.000000,8.200000,7.900000,8.139100,8.139100,25965
2020-06-25,8.032000,8.100000,7.960000,8.000000,8.000000,4453
2020-06-26,7.900000,7.900000,7.690000,7.750000,7.750000,4325
2020-06-29,7.650000,7.650600,6.910000,7.040000,7.040000,23171
2020-06-30,7.300000,7.770000,7.300000,7.460000,7.460000,12708
2020-07-01,7.650000,7.932000,7.600000,7.855600,7.855600,10427
2020-07-02,8.000000,8.266000,7.550000,7.727000,7.727000,12702
2020-07-06,7.630000,7.850000,7.402200,7.402200,7.402200,7057
2020-07-07,7.430100,7.467100,6.770000,6.880000,6.880000,11503
2020-07-08,7.240000,7.260100,6.930000,6.930000,6.930000,16506
2020-07-09,6.950000,7.010000,6.030000,6.280000,6.280000,14455
2020-07-10,6.330000,6.330000,5.670900,5.780000,5.780000,20167
2020-07-13,5.750000,5.750000,4.410000,4.577500,4.577500,27890
2020-07-14,4.400000,4.630000,3.950000,4.630000,4.630000,128164
2020-07-15,4.800000,5.400000,4.800000,5.400000,5.400000,112931
2020-07-16,5.010000,6.577000,5.010000,6.520000,6.520000,38340
2020-07-17,6.673500,7.120000,6.480000,6.500000,6.500000,11518
2020-07-20,6.500000,6.500000,5.390000,6.320000,6.320000,30727
2020-07-21,8.750000,8.800000,6.720000,7.960000,7.960000,104615
2020-07-22,7.750000,8.018300,7.560000,7.650000,7.650000,79269
2020-07-23,7.650000,7.840000,6.750000,6.910000,6.910000,61394
2020-07-24,6.700000,6.889900,6.381200,6.840000,6.840000,21017
2020-07-27,6.600000,6.600000,5.992000,6.050000,6.050000,36905
2020-07-28,5.510000,6.462000,5.510000,6.420000,6.420000,50797
2020-07-29,6.130000,6.510000,6.130000,6.200000,6.200000,85259
2020-07-30,5.830000,5.850000,5.113100,5.430000,5.430000,88634
2020-07-31,5.380000,5.380000,3.930000,4.380000,4.380000,160749
2020-08-03,4.200000,4.480000,3.910000,4.150000,4.150000,206760
2020-08-04,4.450000,5.500000,4.150000,5.220000,5.220000,185588
2020-08-05,4.800000,5.690000,4.800000,5.280000,5.280000,75377
2020-08-06,5.010000,5.434500,4.870000,5.140000,5.140000,20608
2020-08-07,4.950000,5.170100,4.820000,4.870000,4.870000,23974
2020-08-10,4.820000,5.150000,4.805000,5.050000,5.050000,43814
2020-08-11,5.350000,5.350000,4.750000,4.810000,4.810000,28133
2020-08-12,5.000000,5.030000,4.780000,4.950000,4.950000,7398
2020-08-13,4.970000,5.035000,4.850000,4.867000,4.867000,13017
2020-08-14,5.090000,5.090000,4.800000,4.850000,4.850000,22228
2020-08-17,4.920000,4.990000,4.750000,4.880000,4.880000,8100
2020-08-18,4.951100,5.130000,4.930000,5.060000,5.060000,4369
2020-08-19,5.000000,5.300000,5.000000,5.170000,5.170000,43215
2020-08-20,5.110000,5.227000,5.050000,5.170000,5.170000,30513
2020-08-21,4.873000,4.965000,4.500000,4.610000,4.610000,27388
2020-08-24,4.620000,4.950000,4.380000,4.840000,4.840000,27744
2020-08-25,4.566000,4.799900,4.108200,4.300000,4.300000,82492
2020-08-26,4.010000,4.330000,3.850000,4.210000,4.210000,70426
2020-08-27,4.015600,4.200000,3.730000,4.150000,4.150000,32931
2020-08-28,4.160000,4.595300,4.150000,4.390000,4.390000,31917
2020-08-31,4.450000,4.490000,4.150000,4.370000,4.370000,43083
2020-09-01,4.320000,4.392500,4.220100,4.280000,4.280000,15867
2020-09-02,4.200000,4.320000,4.150000,4.300000,4.300000,18240
2020-09-03,4.280000,4.362500,4.150000,4.150000,4.150000,18150
2020-09-04,4.160000,4.520000,4.150000,4.520000,4.520000,18676
2020-09-08,4.210000,4.390000,4.210000,4.330000,4.330000,8191
2020-09-09,6.000000,6.000000,4.740000,4.780000,4.780000,51147
2020-09-10,4.910000,5.490000,4.810000,4.860000,4.860000,38452
2020-09-11,4.850000,4.955000,4.550000,4.900000,4.900000,32494
2020-09-14,4.740000,5.090000,4.740000,4.980000,4.980000,44962
2020-09-15,4.771200,4.959900,4.555000,4.900000,4.900000,11202
2020-09-16,4.783800,4.990300,4.700000,4.700000,4.700000,11658
2020-09-17,4.950000,4.970000,4.750000,4.750000,4.750000,5763
2020-09-18,4.805000,5.220000,4.800000,5.100000,5.100000,64690
2020-09-21,5.100000,5.100000,3.540000,3.770000,3.770000,74383
2020-09-22,4.040000,4.040000,3.350000,3.617800,3.617800,33620
2020-09-23,3.390000,3.530200,3.180000,3.478900,3.478900,28929
2020-09-24,3.350000,3.350000,3.150000,3.350000,3.350000,16890
2020-09-25,3.210000,3.285000,2.920000,3.200000,3.200000,33350
2020-09-28,3.260000,4.055000,3.260000,3.980000,3.980000,140745
2020-09-29,3.870000,3.960000,3.350000,3.830000,3.830000,38688
2020-09-30,3.850000,4.160000,3.760000,4.140000,4.140000,65894
2020-10-01,3.850000,4.300000,3.840000,4.300000,4.300000,20950
2020-10-02,4.090000,4.730000,4.080000,4.640000,4.640000,50402
2020-10-05,4.880000,4.970000,4.610000,4.790000,4.790000,14108
2020-10-06,4.610000,4.640000,4.340000,4.640000,4.640000,18220
2020-10-07,4.750000,4.970000,4.650000,4.870000,4.870000,16791
2020-10-08,4.760000,5.240000,4.760000,5.240000,5.240000,22283
2020-10-09,5.250000,5.350000,5.185000,5.290000,5.290000,20795
2020-10-12,5.470000,5.500000,5.420100,5.490000,5.490000,3525
2020-10-13,5.550000,5.550000,5.250000,5.250000,5.250000,13299
2020-10-14,5.310000,5.370000,5.299900,5.299900,5.299900,7208
2020-10-15,5.240000,5.350000,5.200000,5.230000,5.230000,25173
2020-10-16,5.250000,5.250000,5.120100,5.190000,5.190000,5435
2020-10-19,5.120000,5.255000,5.120000,5.250000,5.250000,73768
2020-10-20,5.250000,5.273600,5.230000,5.240000,5.240000,10006
2020-10-21,5.240000,5.340000,5.240000,5.265000,5.265000,34376
2020-10-22,5.350000,5.600000,5.330000,5.470000,5.470000,52549
2020-10-23,5.450000,5.570000,5.420000,5.521700,5.521700,28614
2020-10-26,5.540900,5.730000,5.475000,5.615000,5.615000,71779
2020-10-27,5.180000,5.740000,5.180000,5.740000,5.740000,57447
2020-10-28,5.650000,5.740000,5.510000,5.590000,5.590000,102425
2020-10-29,5.600000,5.790000,5.540000,5.750000,5.750000,54714
2020-10-30,5.720000,5.780000,5.541600,5.570000,5.570000,51604
2020-11-02,5.395200,6.000000,5.395200,5.780000,5.780000,168902
2020-11-03,5.780000,6.080000,5.756000,5.990000,5.990000,9430
2020-11-04,5.980000,5.980000,5.850000,5.850000,5.850000,11246
2020-11-05,5.810100,5.930000,5.810100,5.850000,5.850000,7912
2020-11-06,5.850000,5.904000,5.850000,5.851800,5.851800,3215
2020-11-09,6.730000,9.260000,6.680000,8.720000,8.720000,109129
2020-11-10,8.640000,8.640000,7.500000,8.000000,8.000000,39153
2020-11-11,7.810000,8.428200,7.810000,8.000000,8.000000,16866
2020-11-12,7.790000,8.250000,7.000000,7.060000,7.060000,140073
2020-11-13,7.400000,7.820000,7.070000,7.750000,7.750000,152505
2020-11-16,8.000000,8.179500,7.620000,8.000000,8.000000,170375
2020-11-17,7.950000,8.250000,7.830000,8.140000,8.140000,91349
2020-11-18,8.590000,9.500000,8.510000,9.180000,9.180000,258121
2020-11-19,9.200000,11.090000,8.420000,9.490000,9.490000,114104
2020-11-20,9.485000,10.130500,8.370000,9.700000,9.700000,64313
2020-11-23,9.000000,10.110000,9.000000,10.010000,10.010000,354975
2020-11-24,10.150000,11.900000,10.150000,11.450000,11.450000,36691
2020-11-25,11.140000,11.200000,10.130000,10.580000,10.580000,13997
2020-11-27,10.336500,10.590000,10.277600,10.410000,10.410000,16606
2020-11-30,10.320000,10.684000,9.515000,9.610000,9.610000,42954
2020-12-01,9.020000,9.620000,8.500000,8.530000,8.530000,17527
2020-12-02,8.270000,9.420000,8.270000,9.298700,9.298700,22134
2020-12-03,9.110000,10.580000,9.110000,10.580000,10.580000,26051
2020-12-04,10.330000,10.590000,10.310100,10.330000,10.330000,7003
2020-12-07,9.990000,10.920000,9.930000,10.920000,10.920000,20587
2020-12-08,11.000000,13.720000,10.903600,13.720000,13.720000,47714
2020-12-09,14.000000,14.830000,14.000000,14.450000,14.450000,27669
2020-12-10,14.310000,15.880000,14.310000,15.880000,15.880000,17203
2020-12-11,15.800000,15.800000,14.650000,15.210000,15.210000,20964
2020-12-14,15.327300,16.610001,15.179000,16.090000,16.090000,34395
2020-12-15,15.440000,15.650000,14.380000,15.300000,15.300000,17699
2020-12-16,14.468000,15.050000,14.222000,14.890000,14.890000,15475
2020-12-17,14.960000,15.650000,14.800000,15.000000,15.000000,22563
2020-12-18,15.750000,16.049999,15.150000,15.430000,15.430000,40102
2020-12-21,15.290000,15.335100,14.400000,14.740000,14.740000,30313
2020-12-22,14.700000,14.700000,11.920000,12.650000,12.650000,136508
2020-12-23,11.600000,13.430000,10.180000,12.750000,12.750000,75322
2020-12-24,12.780000,12.780000,11.130000,11.670000,11.670000,27914
